  22144	        0	        0	5684	D:\Program Files\OriginLab\Origin2024\
  22144	        0	        0	5684	PlatformId = 2,   MajorVersion = 10,  MinorVersion = 0
  22144	        0	        0	5684	ServicePackMajor = 0,   ServicePackMinor = 0
  22144	        0	        0	5684	64 bits
  22144	       31	       31	5684	CrashRpt|bIsCrashRptEnabled: 1
  22144	       31	        0	5684	I0001
  22144	       31	        0	5684	I0002
  22144	       46	       15	5684	AI0
  22144	       62	       16	5684	AI1:0
  22144	       62	        0	5684	10.1.0  b178
  22144	       62	        0	5684	Buld Time:  Dec  6 2023  12:02:41
  22144	       62	        0	5684	@LOG = 9
  22144	       62	        0	5684	EOLOG 1
  22144	       62	        0	5684	EOLOG 2
  22144	       62	        0	5684	Scope begin: okfxSGIP
  22144	       62	        0	5684	okfxSGIP: File is 
  22144	       62	        0	5684	EOLOG 4
  22144	       62	        0	5684	CML: 
  22144	       62	        0	5684	EOLOG 5
  22144	       62	        0	5684	EOLOG 6
  22144	       62	        0	5684	EOLOG 6 VBNA
  22144	       62	        0	5684	EL+*L+ C:\ProgramData\OriginLab\osn1010.dat
  22144	      109	       47	5684	Scope begin: okfxSGIP
  22144	      109	        0	5684	okfxSGIP: 1 
  22144	      109	        0	5684	okfxSGIP: 2 Empty
  22144	      109	        0	5684	okfxSGIP: 5 D:\Program Files\OriginLab\Origin2024\
  22144	      109	        0	5684	okfxSGIP: 6 
  22144	      109	        0	5684	okfxSGIP: 7 
  22144	      109	        0	5684	okfxSGIP: 10, First Run 0
  22144	      109	        0	5684	Scope begin: isinipr
  22144	      109	        0	5684	isinipr: 2 D:\Users\ProjectFiles\MathCodes\OriginLab\User Files\
  22144	      140	       31	5684	isinipr: 6 Copy From Server D:\Users\ProjectFiles\MathCodes\OriginLab\User Files\
  22144	      140	        0	5684	isinipr: 7 Copy From Server 1
  22144	      140	        0	5684	isinipr: 8 D:\Users\ProjectFiles\MathCodes\OriginLab\User Files\Origin.ini
  22144	      140	        0	5684	isinipr: 16 Returning 1
  22144	      140	        0	5684	okfxSGIP: 11, Path From Reg 1
  22144	      140	        0	5684	okfxSGIP: 12 D:\Users\ProjectFiles\MathCodes\OriginLab\User Files\
  22144	      140	        0	5684	okfxSGIP: 28 1
  22144	      140	        0	5684	okfxSGIP: 29 D:\Users\ProjectFiles\MathCodes\OriginLab\User Files\
  22144	      140	        0	5684	okfxSGIP: 32, Returning 1
  22144	      140	        0	5684	EOLOG 7
  22144	      140	        0	5684	EOLOG 8
  22144	      156	       16	5684	OLOG 1
  22144	      156	        0	5684	OLOG 2
  22144	      171	       15	5684	aacl0
  22144	      171	        0	5684	11827
  22144	      234	       63	5684	CS: 41
  22144	      234	        0	5684	CS: 41
  22144	      234	        0	5684	CS: 41
  22144	      234	        0	5684	CS: 31
  22144	      234	        0	5684	CS: 51
  22144	      296	       62	5684	CS: 21
  22144	      312	       16	5684	2348
  22144	      312	        0	5684	OLOG 3
  22144	      359	       47	5684	OLOG 4
  22144	      375	       16	5684	OLOG 5
  22144	      375	        0	5684	OLOG 9
  22144	      375	        0	5684	OLOG 10
  22144	      375	        0	5684	OLOG 11
  22144	      375	        0	5684	OLOG 12
  22144	      375	        0	5684	OSS-1
  22144	      468	       93	5684	OLOG 12
  22144	      468	        0	5684	76982
  22144	      468	        0	5684	293
  22144	      500	       32	5684	294
  22144	      828	      328	5684	295
  22144	     7218	     6390	5684	295-
  22144	     7218	        0	5684	295+
  22144	     7218	        0	5684	1957
  22144	     7218	        0	5684	3457
  22144	     7218	        0	5684	3458
  22144	     8359	     1141	5684	323457
  22144	     8359	        0	5684	LRS: 0
  22144	     8421	       62	5684	07845
  22144	    10500	     2079	5684	0021
  22144	    10500	        0	5684	0022
  22144	    10500	        0	5684	0023
  22144	    10640	      140	5684	IIE
  22144	    10640	        0	5684	EL+ 0
  22144	    10656	       16	5684	EL+ 1
  22144	    10656	        0	5684	EL+ 2
  22144	    10656	        0	5684	EL+ 3
  22144	    10656	        0	5684	EL+ 4
  22144	    10656	        0	5684	EL+ 5
  22144	    10687	       31	5684	EL+ 6
  22144	    10687	        0	5684	EL+ 7
  22144	    10687	        0	5684	EL+ 8
  22144	    10687	        0	5684	EL+ 9
  22144	    10687	        0	5684	id=
  22144	    10750	       63	5790	CS: 10
  22144	    10765	       15	5790	CS: 10
  22144	    10781	       16	5790	CS: 50
  22144	    11609	      828	5684	Checkpt 0
  22144	    11609	        0	5684	Checkpt PM
  22144	    11671	       62	5684	CS: 10
  22144	    11671	        0	5684	CS: 50
  22144	    11687	       16	5684	CS: 10
  22144	    11687	        0	5684	CS: 50
  22144	    11687	        0	5684	Checkpt 0
  22144	    11687	        0	5684	Checkpt 6
  22144	    11703	       16	5684	Checkpt 0
  22144	    11703	        0	5684	Chkpt 1
  22144	    11765	       62	5684	Checkpt 0
  22144	    11765	        0	5684	Chkpt 1
  22144	    11796	       31	5684	Checkpt 0
  22144	    11796	        0	5684	Chkpt 1
  22144	    12234	      438	5684	Checkpt 0
  22144	    12234	        0	5684	Chkpt 1
  22144	    12328	       94	5684	Checkpt 0
  22144	    12328	        0	5684	Chkpt 1
  22144	    12437	      109	5684	Checkpt 0
  22144	    12437	        0	5684	Chkpt 1
  22144	    12546	      109	5684	Checkpt 0
  22144	    12546	        0	5684	Chkpt 1
  22144	    12656	      110	5684	Checkpt 0
  22144	    12656	        0	5684	Chkpt 1
  22144	    12734	       78	5684	Checkpt 0
  22144	    12734	        0	5684	Chkpt 1
  22144	    12796	       62	5684	Checkpt 0
  22144	    12796	        0	5684	Chkpt 1
  22144	    12843	       47	5684	Checkpt 0
  22144	    12843	        0	5684	Chkpt 1
  22144	    12843	        0	5684	Checkpt 0
  22144	    12843	        0	5684	Chkpt 1
  22144	    13140	      297	5684	Checkpt 0
  22144	    13140	        0	5684	Chkpt 1
  22144	    13156	       16	5684	Checkpt 0
  22144	    13156	        0	5684	Chkpt 1
  22144	    13312	      156	5684	Checkpt 0
  22144	    13312	        0	5684	Chkpt 1
  22144	    13500	      188	5684	Checkpt 0
  22144	    13500	        0	5684	Chkpt 1
  22144	    13593	       93	5684	Checkpt 0
  22144	    13593	        0	5684	Chkpt 1
  22144	    13609	       16	5684	Checkpt 0
  22144	    13609	        0	5684	Chkpt 1
  22144	    13609	        0	5684	Checkpt 0
  22144	    13609	        0	5684	Chkpt 1
  22144	    13609	        0	5684	Checkpt 0
  22144	    13609	        0	5684	Chkpt 1
  22144	    13625	       16	5684	Checkpt 0
  22144	    13625	        0	5684	Chkpt 1
  22144	    13625	        0	5684	Checkpt 0
  22144	    13625	        0	5684	Chkpt 1
  22144	    13640	       15	5684	Checkpt 0
  22144	    13640	        0	5684	Chkpt 1
  22144	    13640	        0	5684	Checkpt 0
  22144	    13640	        0	5684	Chkpt 1
  22144	    13656	       16	5684	Checkpt 0
  22144	    13656	        0	5684	Chkpt 1
  22144	    13656	        0	5684	Checkpt 0
  22144	    13656	        0	5684	Chkpt 1
  22144	    13671	       15	5684	Checkpt 0
  22144	    13671	        0	5684	Chkpt 1
  22144	    13734	       63	5684	Checkpt 0
  22144	    13734	        0	5684	Chkpt 1
  22144	    13734	        0	5684	Checkpt 0
  22144	    13734	        0	5684	Chkpt 1
  22144	    13750	       16	5684	Checkpt 0
  22144	    13750	        0	5684	Chkpt 1
  22144	    13750	        0	5684	Checkpt 0
  22144	    13750	        0	5684	Chkpt 1
  22144	    13765	       15	5684	Checkpt 0
  22144	    13765	        0	5684	Chkpt 1
  22144	    13812	       47	5684	Checkpt 0
  22144	    13812	        0	5684	Chkpt 1
  22144	    13812	        0	5684	Checkpt 0
  22144	    13812	        0	5684	Chkpt 1
  22144	    13812	        0	5684	Checkpt 0
  22144	    13828	       16	5684	Chkpt 1
  22144	    13843	       15	5684	Checkpt 0
  22144	    13843	        0	5684	Chkpt 1
  22144	    13843	        0	5684	Checkpt 0
  22144	    13843	        0	5684	Chkpt 1
  22144	    13859	       16	5684	Checkpt 0
  22144	    13859	        0	5684	Chkpt 1
  22144	    13875	       16	5684	Checkpt 0
  22144	    13875	        0	5684	Chkpt 1
  22144	    13890	       15	5684	Checkpt 0
  22144	    13890	        0	5684	Chkpt 1
  22144	    13953	       63	5684	Checkpt 0
  22144	    13953	        0	5684	Chkpt 1
  22144	    13953	        0	5684	Checkpt 0
  22144	    13953	        0	5684	Chkpt 1
  22144	    13984	       31	5684	Checkpt 0
  22144	    13984	        0	5684	Chkpt 1
  22144	    14015	       31	5684	Checkpt 0
  22144	    14015	        0	5684	Chkpt 1
  22144	    14031	       16	5684	Checkpt 0
  22144	    14031	        0	5684	Chkpt 1
